industrial-classification-correlation	source	target	start-date	end-date
875	industrial-classification-2003:52.50/9	industrial-classification-2007:47.79/9		
876	industrial-classification-2003:52.63	industrial-classification-2007:47.79/9		
877	industrial-classification-2003:52.62	industrial-classification-2007:47.81		
878	industrial-classification-2003:52.62	industrial-classification-2007:47.82		
879	industrial-classification-2003:52.62	industrial-classification-2007:47.89		
880	industrial-classification-2003:52.61	industrial-classification-2007:47.91		
881	industrial-classification-2003:52.63	industrial-classification-2007:47.91		
882	industrial-classification-2003:52.63	industrial-classification-2007:47.99		
883	industrial-classification-2003:60.10/1	industrial-classification-2007:49.10		
884	industrial-classification-2003:60.10/9	industrial-classification-2007:49.10		
885	industrial-classification-2003:60.10/9	industrial-classification-2007:49.20		
886	industrial-classification-2003:60.21/3	industrial-classification-2007:49.31/1		
887	industrial-classification-2003:60.21/9	industrial-classification-2007:49.31/9		
888	industrial-classification-2003:60.21/9	industrial-classification-2007:49.39		
889	industrial-classification-2003:60.22	industrial-classification-2007:49.32		
890	industrial-classification-2003:60.21/1	industrial-classification-2007:49.39		
891	industrial-classification-2003:60.23/1	industrial-classification-2007:49.39		
892	industrial-classification-2003:60.23/9	industrial-classification-2007:49.39		
893	industrial-classification-2003:60.24/9	industrial-classification-2007:49.41		
894	industrial-classification-2003:60.24/1	industrial-classification-2007:49.42		
895	industrial-classification-2003:60.30	industrial-classification-2007:49.50		
896	industrial-classification-2003:61.10/1	industrial-classification-2007:50.10		
897	industrial-classification-2003:61.10/2	industrial-classification-2007:50.20		
898	industrial-classification-2003:61.20/1	industrial-classification-2007:50.30		
899	industrial-classification-2003:61.20/9	industrial-classification-2007:50.40		
900	industrial-classification-2003:62.10/1	industrial-classification-2007:51.10/1		
901	industrial-classification-2003:62.20/1	industrial-classification-2007:51.10/2		
902	industrial-classification-2003:62.10/9	industrial-classification-2007:51.21		
903	industrial-classification-2003:62.20/9	industrial-classification-2007:51.21		
904	industrial-classification-2003:62.30	industrial-classification-2007:51.22		
905	industrial-classification-2003:63.12/1	industrial-classification-2007:52.10/1		
906	industrial-classification-2003:63.12/2	industrial-classification-2007:52.10/1		
907	industrial-classification-2003:63.12/3	industrial-classification-2007:52.10/1		
908	industrial-classification-2003:63.12/9	industrial-classification-2007:52.10/1		
909	industrial-classification-2003:63.12/1	industrial-classification-2007:52.10/2		
910	industrial-classification-2003:63.12/2	industrial-classification-2007:52.10/2		
911	industrial-classification-2003:63.12/3	industrial-classification-2007:52.10/2		
912	industrial-classification-2003:63.12/9	industrial-classification-2007:52.10/2		
913	industrial-classification-2003:63.12/1	industrial-classification-2007:52.10/3		
914	industrial-classification-2003:63.12/2	industrial-classification-2007:52.10/3		
915	industrial-classification-2003:63.12/3	industrial-classification-2007:52.10/3		
916	industrial-classification-2003:63.12/9	industrial-classification-2007:52.10/3		
917	industrial-classification-2003:63.12/9	industrial-classification-2007:52.10/3		
918	industrial-classification-2003:63.21	industrial-classification-2007:52.21/1		
919	industrial-classification-2003:63.21	industrial-classification-2007:52.21/2		
920	industrial-classification-2003:63.21	industrial-classification-2007:52.21/3		
921	industrial-classification-2003:11.10	industrial-classification-2007:52.21/9		
922	industrial-classification-2003:50.20	industrial-classification-2007:52.21/9		
923	industrial-classification-2003:60.10/1	industrial-classification-2007:52.21/9		
924	industrial-classification-2003:60.10/9	industrial-classification-2007:52.21/9		
925	industrial-classification-2003:63.21	industrial-classification-2007:52.21/9		
926	industrial-classification-2003:11.10	industrial-classification-2007:52.22		
927	industrial-classification-2003:61.10/1	industrial-classification-2007:52.22		
928	industrial-classification-2003:61.10/2	industrial-classification-2007:52.22		
929	industrial-classification-2003:61.20/1	industrial-classification-2007:52.22		
930	industrial-classification-2003:61.20/9	industrial-classification-2007:52.22		
931	industrial-classification-2003:63.22	industrial-classification-2007:52.22		
932	industrial-classification-2003:62.30	industrial-classification-2007:52.23		
933	industrial-classification-2003:63.23	industrial-classification-2007:52.23		
934	industrial-classification-2003:63.11	industrial-classification-2007:52.24/1		
935	industrial-classification-2003:63.11	industrial-classification-2007:52.24/2		
936	industrial-classification-2003:63.11	industrial-classification-2007:52.24/3		
937	industrial-classification-2003:63.40	industrial-classification-2007:52.29		
938	industrial-classification-2003:64.11	industrial-classification-2007:53.10		
939	industrial-classification-2003:64.12	industrial-classification-2007:53.20/1		
940	industrial-classification-2003:64.12	industrial-classification-2007:53.20/2		
941	industrial-classification-2003:55.10/1	industrial-classification-2007:55.10		
942	industrial-classification-2003:55.10/2	industrial-classification-2007:55.10		
943	industrial-classification-2003:55.10/3	industrial-classification-2007:55.10		
944	industrial-classification-2003:55.23/1	industrial-classification-2007:55.20/1		
945	industrial-classification-2003:55.21	industrial-classification-2007:55.20/2		
946	industrial-classification-2003:55.23/2	industrial-classification-2007:55.20/9		
947	industrial-classification-2003:55.23/9	industrial-classification-2007:55.20/9		
948	industrial-classification-2003:55.21	industrial-classification-2007:55.30		
949	industrial-classification-2003:55.22	industrial-classification-2007:55.30		
950	industrial-classification-2003:55.23/9	industrial-classification-2007:55.90		
951	industrial-classification-2003:55.30/1	industrial-classification-2007:56.10/1		
952	industrial-classification-2003:55.30/2	industrial-classification-2007:56.10/2		
953	industrial-classification-2003:55.30/3	industrial-classification-2007:56.10/3		
954	industrial-classification-2003:55.30/4	industrial-classification-2007:56.10/3		
955	industrial-classification-2003:55.52	industrial-classification-2007:56.21		
956	industrial-classification-2003:55.51	industrial-classification-2007:56.29		
957	industrial-classification-2003:55.52	industrial-classification-2007:56.29		
958	industrial-classification-2003:55.40/1	industrial-classification-2007:56.30/1		
959	industrial-classification-2003:55.40/2	industrial-classification-2007:56.30/2		
960	industrial-classification-2003:55.40/3	industrial-classification-2007:56.30/2		
961	industrial-classification-2003:55.40/4	industrial-classification-2007:56.30/2		
962	industrial-classification-2003:22.11	industrial-classification-2007:58.11		
963	industrial-classification-2003:72.40	industrial-classification-2007:58.11		
964	industrial-classification-2003:22.11	industrial-classification-2007:58.12		
965	industrial-classification-2003:72.40	industrial-classification-2007:58.12		
966	industrial-classification-2003:22.12	industrial-classification-2007:58.13		
967	industrial-classification-2003:72.40	industrial-classification-2007:58.13		
968	industrial-classification-2003:22.13	industrial-classification-2007:58.14/1		
969	industrial-classification-2003:72.40	industrial-classification-2007:58.14/1		
970	industrial-classification-2003:22.13	industrial-classification-2007:58.14/2		
971	industrial-classification-2003:72.40	industrial-classification-2007:58.14/2		
972	industrial-classification-2003:22.15	industrial-classification-2007:58.19		
973	industrial-classification-2003:22.22	industrial-classification-2007:58.19		
974	industrial-classification-2003:72.40	industrial-classification-2007:58.19		
975	industrial-classification-2003:72.21	industrial-classification-2007:58.21		
976	industrial-classification-2003:72.40	industrial-classification-2007:58.21		
977	industrial-classification-2003:72.21	industrial-classification-2007:58.29		
978	industrial-classification-2003:72.40	industrial-classification-2007:58.29		
979	industrial-classification-2003:92.11/1	industrial-classification-2007:59.11/1		
980	industrial-classification-2003:92.11/1	industrial-classification-2007:59.11/2		
981	industrial-classification-2003:92.11/1	industrial-classification-2007:59.11/3		
982	industrial-classification-2003:92.20/2	industrial-classification-2007:59.11/3		
983	industrial-classification-2003:92.11/9	industrial-classification-2007:59.12		
984	industrial-classification-2003:92.20/2	industrial-classification-2007:59.12		
985	industrial-classification-2003:92.12	industrial-classification-2007:59.13/1		
986	industrial-classification-2003:92.12	industrial-classification-2007:59.13/2		
987	industrial-classification-2003:92.12	industrial-classification-2007:59.13/3		
988	industrial-classification-2003:92.13	industrial-classification-2007:59.14		
989	industrial-classification-2003:22.14	industrial-classification-2007:59.20		
990	industrial-classification-2003:72.40	industrial-classification-2007:59.20		
991	industrial-classification-2003:74.87/9	industrial-classification-2007:59.20		
992	industrial-classification-2003:92.11/9	industrial-classification-2007:59.20		
993	industrial-classification-2003:92.20/1	industrial-classification-2007:59.20		
994	industrial-classification-2003:64.20	industrial-classification-2007:60.10		
995	industrial-classification-2003:72.40	industrial-classification-2007:60.10		
996	industrial-classification-2003:92.20/1	industrial-classification-2007:60.10		
997	industrial-classification-2003:64.20	industrial-classification-2007:60.20		
998	industrial-classification-2003:72.40	industrial-classification-2007:60.20		
999	industrial-classification-2003:92.20/2	industrial-classification-2007:60.20		
1000	industrial-classification-2003:64.20	industrial-classification-2007:61.10		
1001	industrial-classification-2003:64.20	industrial-classification-2007:61.20		
1002	industrial-classification-2003:64.20	industrial-classification-2007:61.30		
1003	industrial-classification-2003:64.20	industrial-classification-2007:61.90		
1004	industrial-classification-2003:72.21	industrial-classification-2007:62.01/1		
1005	industrial-classification-2003:72.22	industrial-classification-2007:62.01/1		
1006	industrial-classification-2003:72.40	industrial-classification-2007:62.01/1		
1007	industrial-classification-2003:72.21	industrial-classification-2007:62.01/2		
1008	industrial-classification-2003:72.22	industrial-classification-2007:62.01/2		
1009	industrial-classification-2003:72.40	industrial-classification-2007:62.01/2		
1010	industrial-classification-2003:72.10	industrial-classification-2007:62.02		
1011	industrial-classification-2003:72.22	industrial-classification-2007:62.02		
1012	industrial-classification-2003:72.30	industrial-classification-2007:62.03		
1013	industrial-classification-2003:30.02	industrial-classification-2007:62.09		
1014	industrial-classification-2003:72.22	industrial-classification-2007:62.09		
1015	industrial-classification-2003:72.60	industrial-classification-2007:62.09		
1016	industrial-classification-2003:72.30	industrial-classification-2007:63.11		
1017	industrial-classification-2003:72.40	industrial-classification-2007:63.11		
1018	industrial-classification-2003:72.40	industrial-classification-2007:63.12		
1019	industrial-classification-2003:92.40	industrial-classification-2007:63.91		
1020	industrial-classification-2003:74.87/9	industrial-classification-2007:63.99		
1021	industrial-classification-2003:65.11	industrial-classification-2007:64.11		
1022	industrial-classification-2003:65.12/1	industrial-classification-2007:64.19/1		
1023	industrial-classification-2003:65.12/2	industrial-classification-2007:64.19/2		
1024	industrial-classification-2003:74.15/9	industrial-classification-2007:64.20/1		
1025	industrial-classification-2003:74.15/8	industrial-classification-2007:64.20/2		
1026	industrial-classification-2003:74.15/3	industrial-classification-2007:64.20/3		
1027	industrial-classification-2003:74.15/1	industrial-classification-2007:64.20/4		
1028	industrial-classification-2003:74.15/5	industrial-classification-2007:64.20/4		
1029	industrial-classification-2003:74.15/7	industrial-classification-2007:64.20/4		
1030	industrial-classification-2003:65.23/4	industrial-classification-2007:64.20/5		
1031	industrial-classification-2003:65.23/9	industrial-classification-2007:64.20/5		
1032	industrial-classification-2003:74.15/2	industrial-classification-2007:64.20/9		
1033	industrial-classification-2003:74.15/4	industrial-classification-2007:64.20/9		
1034	industrial-classification-2003:74.15/6	industrial-classification-2007:64.20/9		
1035	industrial-classification-2003:74.15/9	industrial-classification-2007:64.20/9		
1036	industrial-classification-2003:65.23/1	industrial-classification-2007:64.30/1		
1037	industrial-classification-2003:65.23/2	industrial-classification-2007:64.30/2		
1038	industrial-classification-2003:65.23/5	industrial-classification-2007:64.30/3		
1039	industrial-classification-2003:65.23/7	industrial-classification-2007:64.30/4		
1040	industrial-classification-2003:65.23/8	industrial-classification-2007:64.30/5		
1041	industrial-classification-2003:65.23/1	industrial-classification-2007:64.30/6		
1042	industrial-classification-2003:65.21	industrial-classification-2007:64.91		
1043	industrial-classification-2003:65.22/1	industrial-classification-2007:64.92/1		
1044	industrial-classification-2003:65.22/3	industrial-classification-2007:64.92/2		
1045	industrial-classification-2003:65.22/9	industrial-classification-2007:64.92/9		
1046	industrial-classification-2003:65.23/3	industrial-classification-2007:64.99/1		
1047	industrial-classification-2003:65.22/2	industrial-classification-2007:64.99/2		
1048	industrial-classification-2003:65.23/9	industrial-classification-2007:64.99/9		
1049	industrial-classification-2003:66.01/1	industrial-classification-2007:65.11		
1050	industrial-classification-2003:66.03/1	industrial-classification-2007:65.12		
1051	industrial-classification-2003:66.01/2	industrial-classification-2007:65.20/1		
1052	industrial-classification-2003:66.02	industrial-classification-2007:65.20/2		
1053	industrial-classification-2003:66.03/2	industrial-classification-2007:65.20/2		
1054	industrial-classification-2003:66.02	industrial-classification-2007:65.30		
1055	industrial-classification-2003:67.11	industrial-classification-2007:66.11		
1056	industrial-classification-2003:67.12/2	industrial-classification-2007:66.12		
1057	industrial-classification-2003:67.13	industrial-classification-2007:66.12		
1058	industrial-classification-2003:67.13	industrial-classification-2007:66.19		
1059	industrial-classification-2003:67.20	industrial-classification-2007:66.21		
1060	industrial-classification-2003:67.20	industrial-classification-2007:66.22		
1061	industrial-classification-2003:67.20	industrial-classification-2007:66.29		
1062	industrial-classification-2003:67.12/1	industrial-classification-2007:66.30		
1063	industrial-classification-2003:70.12	industrial-classification-2007:68.10		
1064	industrial-classification-2003:70.20/9	industrial-classification-2007:68.20/1		
1065	industrial-classification-2003:70.20/1	industrial-classification-2007:68.20/2		
1066	industrial-classification-2003:70.20/9	industrial-classification-2007:68.20/9		
1067	industrial-classification-2003:70.31	industrial-classification-2007:68.31		
1068	industrial-classification-2003:70.32	industrial-classification-2007:68.32		
1069	industrial-classification-2003:74.11/2	industrial-classification-2007:69.10/1		
1070	industrial-classification-2003:74.11/3	industrial-classification-2007:69.10/2		
1071	industrial-classification-2003:74.11/1	industrial-classification-2007:69.10/9		
1072	industrial-classification-2003:74.11/9	industrial-classification-2007:69.10/9		
1073	industrial-classification-2003:74.12/1	industrial-classification-2007:69.20/1		
1074	industrial-classification-2003:74.12/2	industrial-classification-2007:69.20/2		
1075	industrial-classification-2003:74.12/3	industrial-classification-2007:69.20/3		
1076	industrial-classification-2003:74.15/1	industrial-classification-2007:70.10		
1077	industrial-classification-2003:74.15/2	industrial-classification-2007:70.10		
1078	industrial-classification-2003:74.15/3	industrial-classification-2007:70.10		
1079	industrial-classification-2003:74.15/4	industrial-classification-2007:70.10		
1080	industrial-classification-2003:74.15/5	industrial-classification-2007:70.10		
1081	industrial-classification-2003:74.15/6	industrial-classification-2007:70.10		
1082	industrial-classification-2003:74.15/7	industrial-classification-2007:70.10		
1083	industrial-classification-2003:74.15/8	industrial-classification-2007:70.10		
1084	industrial-classification-2003:74.15/9	industrial-classification-2007:70.10		
1085	industrial-classification-2003:74.14/1	industrial-classification-2007:70.21		
1086	industrial-classification-2003:74.14/2	industrial-classification-2007:70.22/1		
1087	industrial-classification-2003:05.01	industrial-classification-2007:70.22/9		
1088	industrial-classification-2003:74.14/3	industrial-classification-2007:70.22/9		
1089	industrial-classification-2003:74.14/9	industrial-classification-2007:70.22/9		
1090	industrial-classification-2003:74.20/1	industrial-classification-2007:71.11/1		
1091	industrial-classification-2003:74.20/2	industrial-classification-2007:71.11/2		
1092	industrial-classification-2003:74.20/5	industrial-classification-2007:71.12/1		
1093	industrial-classification-2003:74.20/6	industrial-classification-2007:71.12/2		
1094	industrial-classification-2003:74.20/4	industrial-classification-2007:71.12/9		
1095	industrial-classification-2003:74.20/9	industrial-classification-2007:71.12/9		
1096	industrial-classification-2003:74.30	industrial-classification-2007:71.20		
1097	industrial-classification-2003:73.10	industrial-classification-2007:72.11		
1098	industrial-classification-2003:73.10	industrial-classification-2007:72.19		
1099	industrial-classification-2003:73.10	industrial-classification-2007:72.20		
1100	industrial-classification-2003:73.20	industrial-classification-2007:72.20		
1101	industrial-classification-2003:74.40/2	industrial-classification-2007:73.11		
1102	industrial-classification-2003:74.40/9	industrial-classification-2007:73.11		
1103	industrial-classification-2003:74.40/1	industrial-classification-2007:73.12		
1104	industrial-classification-2003:74.13	industrial-classification-2007:73.20		
1105	industrial-classification-2003:74.87/2	industrial-classification-2007:74.10		
1106	industrial-classification-2003:74.81/2	industrial-classification-2007:74.20/1		
1107	industrial-classification-2003:74.20/6	industrial-classification-2007:74.20/2		
1108	industrial-classification-2003:74.81/3	industrial-classification-2007:74.20/2		
1109	industrial-classification-2003:74.81/4	industrial-classification-2007:74.20/3		
1110	industrial-classification-2003:74.81/9	industrial-classification-2007:74.20/9		
1111	industrial-classification-2003:92.40	industrial-classification-2007:74.20/9		
1112	industrial-classification-2003:74.85	industrial-classification-2007:74.30		
1113	industrial-classification-2003:74.20/6	industrial-classification-2007:74.90/1		
1114	industrial-classification-2003:74.20/3	industrial-classification-2007:74.90/2		
1115	industrial-classification-2003:63.40	industrial-classification-2007:74.90/9		
1116	industrial-classification-2003:74.14/9	industrial-classification-2007:74.90/9		
1117	industrial-classification-2003:74.20/6	industrial-classification-2007:74.90/9		
1118	industrial-classification-2003:74.60/2	industrial-classification-2007:74.90/9		
1119	industrial-classification-2003:74.87/9	industrial-classification-2007:74.90/9		
1120	industrial-classification-2003:85.20	industrial-classification-2007:75		
1121	industrial-classification-2003:71.10	industrial-classification-2007:77.11		
1122	industrial-classification-2003:71.21/9	industrial-classification-2007:77.12		
1123	industrial-classification-2003:71.40/1	industrial-classification-2007:77.21		
1124	industrial-classification-2003:71.40/4	industrial-classification-2007:77.22		
1125	industrial-classification-2003:71.40/5	industrial-classification-2007:77.22		
1126	industrial-classification-2003:71.40/3	industrial-classification-2007:77.29/1		
1127	industrial-classification-2003:71.40/1	industrial-classification-2007:77.29/9		
1128	industrial-classification-2003:71.40/9	industrial-classification-2007:77.29/9		
1129	industrial-classification-2003:71.31	industrial-classification-2007:77.31		
1130	industrial-classification-2003:71.32	industrial-classification-2007:77.32		
1131	industrial-classification-2003:71.33	industrial-classification-2007:77.33		
1132	industrial-classification-2003:71.22/1	industrial-classification-2007:77.34/1		
1133	industrial-classification-2003:71.22/9	industrial-classification-2007:77.34/2		
1134	industrial-classification-2003:71.23/1	industrial-classification-2007:77.35/1		
1135	industrial-classification-2003:71.23/9	industrial-classification-2007:77.35/2		
1136	industrial-classification-2003:71.21/1	industrial-classification-2007:77.39		
1137	industrial-classification-2003:71.21/9	industrial-classification-2007:77.39		
1138	industrial-classification-2003:71.32	industrial-classification-2007:77.39		
1139	industrial-classification-2003:71.34	industrial-classification-2007:77.39		
1140	industrial-classification-2003:74.87/9	industrial-classification-2007:77.40		
1141	industrial-classification-2003:74.50	industrial-classification-2007:78.10/1		
1142	industrial-classification-2003:92.72/1	industrial-classification-2007:78.10/1		
1143	industrial-classification-2003:74.50	industrial-classification-2007:78.10/9		
1144	industrial-classification-2003:74.50	industrial-classification-2007:78.20		
1145	industrial-classification-2003:74.50	industrial-classification-2007:78.30		
1146	industrial-classification-2003:63.30/1	industrial-classification-2007:79.11		
1147	industrial-classification-2003:63.30/2	industrial-classification-2007:79.12		
1148	industrial-classification-2003:63.30/3	industrial-classification-2007:79.90/1		
1149	industrial-classification-2003:63.30/9	industrial-classification-2007:79.90/9		
1150	industrial-classification-2003:92.32	industrial-classification-2007:79.90/9		
1151	industrial-classification-2003:92.34/9	industrial-classification-2007:79.90/9		
1152	industrial-classification-2003:92.62/9	industrial-classification-2007:79.90/9		
1153	industrial-classification-2003:92.72/9	industrial-classification-2007:79.90/9		
1154	industrial-classification-2003:74.60/2	industrial-classification-2007:80.10		
1155	industrial-classification-2003:45.31	industrial-classification-2007:80.20		
1156	industrial-classification-2003:74.60/2	industrial-classification-2007:80.20		
1157	industrial-classification-2003:74.60/1	industrial-classification-2007:80.30		
1158	industrial-classification-2003:70.32	industrial-classification-2007:81.10		
1159	industrial-classification-2003:75.14	industrial-classification-2007:81.10		
1160	industrial-classification-2003:74.70/1	industrial-classification-2007:81.21		
1161	industrial-classification-2003:74.70/2	industrial-classification-2007:81.22/1		
1162	industrial-classification-2003:74.70/4	industrial-classification-2007:81.22/2		
1163	industrial-classification-2003:74.70/5	industrial-classification-2007:81.22/3		
1164	industrial-classification-2003:74.70/9	industrial-classification-2007:81.22/9		
1165	industrial-classification-2003:74.70/3	industrial-classification-2007:81.29/1		
1166	industrial-classification-2003:74.70/9	industrial-classification-2007:81.29/9		
1167	industrial-classification-2003:90.03	industrial-classification-2007:81.29/9		
1168	industrial-classification-2003:01.41	industrial-classification-2007:81.30		
1169	industrial-classification-2003:74.85	industrial-classification-2007:82.11		
1170	industrial-classification-2003:64.11	industrial-classification-2007:82.19		
1171	industrial-classification-2003:74.85	industrial-classification-2007:82.19		
1172	industrial-classification-2003:74.86	industrial-classification-2007:82.20		
1173	industrial-classification-2003:74.87/3	industrial-classification-2007:82.30/1		
1174	industrial-classification-2003:74.87/4	industrial-classification-2007:82.30/2		
1175	industrial-classification-2003:74.87/1	industrial-classification-2007:82.91/1		
1176	industrial-classification-2003:74.87/1	industrial-classification-2007:82.91/2		
1177	industrial-classification-2003:74.82	industrial-classification-2007:82.92		
1178	industrial-classification-2003:74.85	industrial-classification-2007:82.99		
1179	industrial-classification-2003:74.87/9	industrial-classification-2007:82.99		
1180	industrial-classification-2003:75.13	industrial-classification-2007:82.99		
1181	industrial-classification-2003:75.11	industrial-classification-2007:84.11		
1182	industrial-classification-2003:75.14	industrial-classification-2007:84.11		
1183	industrial-classification-2003:75.12	industrial-classification-2007:84.12		
1184	industrial-classification-2003:75.13	industrial-classification-2007:84.13		
1185	industrial-classification-2003:75.21	industrial-classification-2007:84.21		
1186	industrial-classification-2003:75.22	industrial-classification-2007:84.22		
1187	industrial-classification-2003:75.23	industrial-classification-2007:84.23		
1188	industrial-classification-2003:75.24	industrial-classification-2007:84.24		
1189	industrial-classification-2003:75.25	industrial-classification-2007:84.25		
1190	industrial-classification-2003:75.30	industrial-classification-2007:84.30		
1191	industrial-classification-2003:80.10	industrial-classification-2007:85.10		
1192	industrial-classification-2003:80.10	industrial-classification-2007:85.20		
1193	industrial-classification-2003:80.21	industrial-classification-2007:85.31		
1194	industrial-classification-2003:63.22	industrial-classification-2007:85.32		
1195	industrial-classification-2003:63.23	industrial-classification-2007:85.32		
1196	industrial-classification-2003:80.22	industrial-classification-2007:85.32		
1197	industrial-classification-2003:80.42/9	industrial-classification-2007:85.32		
1198	industrial-classification-2003:80.30/1	industrial-classification-2007:85.41		
1199	industrial-classification-2003:80.30/2	industrial-classification-2007:85.42/1		
1200	industrial-classification-2003:80.30/3	industrial-classification-2007:85.42/2		
1201	industrial-classification-2003:80.42/9	industrial-classification-2007:85.51		
1202	industrial-classification-2003:92.62/9	industrial-classification-2007:85.51		
1203	industrial-classification-2003:93.05/9	industrial-classification-2007:85.51		
1204	industrial-classification-2003:80.42/9	industrial-classification-2007:85.52		
1205	industrial-classification-2003:92.34/1	industrial-classification-2007:85.52		
1206	industrial-classification-2003:80.41	industrial-classification-2007:85.53		
1207	industrial-classification-2003:80.42/1	industrial-classification-2007:85.59		
1208	industrial-classification-2003:80.42/9	industrial-classification-2007:85.59		
1209	industrial-classification-2003:74.14/3	industrial-classification-2007:85.60		
1210	industrial-classification-2003:85.11/1	industrial-classification-2007:86.10/1		
1211	industrial-classification-2003:85.11/2	industrial-classification-2007:86.10/1		
1212	industrial-classification-2003:85.11/3	industrial-classification-2007:86.10/2		
1213	industrial-classification-2003:85.12	industrial-classification-2007:86.21		
1214	industrial-classification-2003:85.12	industrial-classification-2007:86.22		
1215	industrial-classification-2003:85.13	industrial-classification-2007:86.23		
1216	industrial-classification-2003:85.14	industrial-classification-2007:86.90		
1217	industrial-classification-2003:85.14	industrial-classification-2007:87.10		
1218	industrial-classification-2003:85.11/1	industrial-classification-2007:87.20		
1219	industrial-classification-2003:85.11/2	industrial-classification-2007:87.20		
1220	industrial-classification-2003:85.14	industrial-classification-2007:87.20		
1221	industrial-classification-2003:85.31/1	industrial-classification-2007:87.20		
1222	industrial-classification-2003:85.31/2	industrial-classification-2007:87.20		
1223	industrial-classification-2003:85.14	industrial-classification-2007:87.30		
1224	industrial-classification-2003:85.31/1	industrial-classification-2007:87.30		
1225	industrial-classification-2003:85.31/2	industrial-classification-2007:87.30		
1226	industrial-classification-2003:85.31/1	industrial-classification-2007:87.90		
1227	industrial-classification-2003:85.31/2	industrial-classification-2007:87.90		
1228	industrial-classification-2003:85.32/1	industrial-classification-2007:88.10		
1229	industrial-classification-2003:85.32/2	industrial-classification-2007:88.10		
1230	industrial-classification-2003:85.32/1	industrial-classification-2007:88.91		
1231	industrial-classification-2003:85.32/2	industrial-classification-2007:88.91		
1232	industrial-classification-2003:75.21	industrial-classification-2007:88.99		
1233	industrial-classification-2003:85.32/1	industrial-classification-2007:88.99		
1234	industrial-classification-2003:85.32/2	industrial-classification-2007:88.99		
1235	industrial-classification-2003:92.31/1	industrial-classification-2007:90.01		
1236	industrial-classification-2003:92.31/9	industrial-classification-2007:90.01		
1237	industrial-classification-2003:92.34/9	industrial-classification-2007:90.01		
1238	industrial-classification-2003:92.31/1	industrial-classification-2007:90.02		
1239	industrial-classification-2003:92.32	industrial-classification-2007:90.02		
1240	industrial-classification-2003:92.34/9	industrial-classification-2007:90.02		
1241	industrial-classification-2003:92.31/9	industrial-classification-2007:90.03		
1242	industrial-classification-2003:92.40	industrial-classification-2007:90.03		
1243	industrial-classification-2003:92.32	industrial-classification-2007:90.04		
1244	industrial-classification-2003:92.51	industrial-classification-2007:91.01/1		
1245	industrial-classification-2003:75.14	industrial-classification-2007:91.01/2		
1246	industrial-classification-2003:92.51	industrial-classification-2007:91.01/2		
1247	industrial-classification-2003:92.52/1	industrial-classification-2007:91.02		
1248	industrial-classification-2003:92.52/2	industrial-classification-2007:91.03		
1249	industrial-classification-2003:92.53	industrial-classification-2007:91.04		
1250	industrial-classification-2003:92.71	industrial-classification-2007:92		
1251	industrial-classification-2003:92.61/1	industrial-classification-2007:93.11		
1252	industrial-classification-2003:92.61/9	industrial-classification-2007:93.11		
1253	industrial-classification-2003:92.62/9	industrial-classification-2007:93.11		
1254	industrial-classification-2003:92.62/9	industrial-classification-2007:93.12		
1255	industrial-classification-2003:93.04	industrial-classification-2007:93.13		
1256	industrial-classification-2003:92.62/1	industrial-classification-2007:93.19/1		
1257	industrial-classification-2003:92.62/9	industrial-classification-2007:93.19/9		
1258	industrial-classification-2003:92.33	industrial-classification-2007:93.21		
1259	industrial-classification-2003:92.33	industrial-classification-2007:93.29		
1260	industrial-classification-2003:92.34/1	industrial-classification-2007:93.29		
1261	industrial-classification-2003:92.34/9	industrial-classification-2007:93.29		
1262	industrial-classification-2003:92.62/9	industrial-classification-2007:93.29		
1263	industrial-classification-2003:92.72/9	industrial-classification-2007:93.29		
1264	industrial-classification-2003:91.11	industrial-classification-2007:94.11		
1265	industrial-classification-2003:91.12	industrial-classification-2007:94.12		
1266	industrial-classification-2003:91.20	industrial-classification-2007:94.20		
1267	industrial-classification-2003:91.31	industrial-classification-2007:94.91		
1268	industrial-classification-2003:91.32	industrial-classification-2007:94.92		
1269	industrial-classification-2003:01.50	industrial-classification-2007:94.99		
1270	industrial-classification-2003:91.33	industrial-classification-2007:94.99		
1271	industrial-classification-2003:72.50	industrial-classification-2007:95.11		
1272	industrial-classification-2003:32.20/1	industrial-classification-2007:95.12		
1273	industrial-classification-2003:32.20/2	industrial-classification-2007:95.12		
1274	industrial-classification-2003:32.30	industrial-classification-2007:95.12		
1275	industrial-classification-2003:52.74	industrial-classification-2007:95.12		
1276	industrial-classification-2003:52.72	industrial-classification-2007:95.21		
1277	industrial-classification-2003:29.32	industrial-classification-2007:95.22		
1278	industrial-classification-2003:52.72	industrial-classification-2007:95.22		
1279	industrial-classification-2003:52.74	industrial-classification-2007:95.22		
1280	industrial-classification-2003:52.71	industrial-classification-2007:95.23		
1281	industrial-classification-2003:52.74	industrial-classification-2007:95.23		
1282	industrial-classification-2003:36.11	industrial-classification-2007:95.24		
1283	industrial-classification-2003:36.12	industrial-classification-2007:95.24		
1284	industrial-classification-2003:36.13	industrial-classification-2007:95.24		
1285	industrial-classification-2003:36.14	industrial-classification-2007:95.24		
1286	industrial-classification-2003:36.15	industrial-classification-2007:95.24		
1287	industrial-classification-2003:52.73	industrial-classification-2007:95.25		
1288	industrial-classification-2003:17.40/2	industrial-classification-2007:95.29		
1289	industrial-classification-2003:36.30	industrial-classification-2007:95.29		
1290	industrial-classification-2003:52.74	industrial-classification-2007:95.29		
